Date,GenusCoral,MorphoCoral,mDcoral,Depth,NumComp,GenusComp,MorphoComp,mDcomp,InvolvedPerim,HdiffComp-Coral,netOvergrowth,netOverreach
2013-06-03,Acropora,Tab,19.5,0.9,1,Isopora,S.Br,14.26666667,2.3,1.9,0.6,0
2013-06-03,Acropora,Br,14,0.8,1,Acropora,Br,23.46666667,1,8.8,0.8,0
2013-03-28,Porites,Ma,7.333333333,2.5,1,CCA,En,1.266666667,2,-1.7,-0.3,0
2013-03-28,Porites,Ma,7.333333333,2.5,2,CCA,En,1.266666667,2,-1.3,-0.4,0
2013-03-28,Porites,Ma,7.333333333,2.5,3,CCA,En,3.366666667,7,-0.3,-0.3,0
2013-03-28,Porites,Ma,7.333333333,2.5,4,CCA,En,2.733333333,3.5,-2.3,-0.4,0
2013-03-28,Acropora,Br,2.433333333,4.1,1,Porites,Ma,2.2,1.3,-0.6,0.2,0.4
2013-03-28,Acropora,Br,2.433333333,4.1,2,Porites,Ma,11.06666667,1.4,2,0.7,0.4
2013-03-28,Porites,Ma,5.7,2.3,1,CCA,En,1.566666667,1.9,0.1,-0.2,0
2013-03-28,Porites,Ma,4.833333333,2.4,1,CCA,En,4.466666667,7.4,-0.2,-0.3,0
2013-03-28,Acropora,Br,12.33333333,2.9,1,Lobophytum,Br,47.76666667,1.3,19.6,-0.4,0
2013-03-28,Porites,Ma,92.33333333,3,1,CCA,En,5.666666667,4.3,-45,-0.9,0
2013-03-28,Favia,Ma,31.76666667,1.3,1,CCA,En,10.16666667,37,-1.3,-0.4,0
2013-03-28,Favia,Ma,31.76666667,1.3,2,CCA,En,3.833333333,5,-4,-0.2,0
2013-03-28,Favia,Ma,31.76666667,1.3,3,CCA,En,1.7,2.6,-17,-0.2,0
2013-03-28,Acropora,Br,15,1.1,1,CCA,En,0.8,1.2,-3,0.1,0
2013-03-28,Acropora,Br,15,1.1,2,CCA,En,1.933333333,3,-1,-0.1,0
2013-03-28,Acropora,Br,15,1.1,3,CCA,En,1.133333333,1.2,-3,-0.1,0
2013-03-28,Porites,Ma,66.93333333,3.5,1,Pocillopora,S.Br,5.866666667,9,-45,0,-1.6
2013-03-28,Porites,Ma,66.93333333,3.5,2,CCA,En,1.866666667,3,-19,-0.4,0
2013-03-28,Montipora,En,8.6,3.1,1,CCA,En,10.5,5.5,7.7,0.1,0
2013-02-13,Pocillopora,S.Br,37.53333333,2.1,1,Isopora,S.Br,128,25,8,-0.8,-0.9
2013-02-13,Montipora,En,38.7,2.7,1,Isopora,S.Br,64,50,9,2.9,1.4
2013-02-13,Montipora,En,38.7,2.7,2,Isopora,S.Br,84.66666667,42,8,2.3,0.4
2013-02-13,Montipora,En,38.7,2.7,3,Isopora,S.Br,46.33333333,19,29,2.9,0.9
2013-02-13,Goniastrea,Ma,15.73333333,2.7,1,Montipora,En,32.66666667,4,5,0,1.4
2013-02-13,Montipora,En,35.8,3.5,1,Isopora,S.Br,70,46,8,5.8,0.3
2013-02-13,Montipora,En,35.8,3.5,2,Isopora,S.Br,54.66666667,39,14,5.7,-0.2
2013-02-13,Acropora,Br,19.03333333,2.6,1,Isopora,S.Br,45.66666667,32,21,0,-0.7
2013-02-13,Acropora,Br,15.63333333,4.5,1,Merulina,Fol,12.33333333,2,11,0,0.8
2013-02-13,Montipora,En,30.13333333,3.2,1,Isopora,S.Br,91.66666667,99,13,5.7,1.1
2013-02-13,Montipora,En,22.46666667,3.2,1,Isopora,S.Br,91.66666667,35,5,3.9,0.6
2013-02-13,Montipora,En,29.66666667,4.3,1,Isopora,S.Br,34,30,16,2.6,0.9
2013-02-13,Montipora,En,29.66666667,4.3,2,Isopora,S.Br,46,17,13,3.2,0.8
2013-02-13,Montipora,Fol,30.9,3.5,1,Goniastrea,Ma,35.66666667,33,11,0,-3.3
2013-02-13,Pocillopora,S.Br,13.83333333,3.6,1,Psammocora,Col,13,14,8,0,-0.9
2013-02-13,Montipora,En,17.56666667,3.8,1,Psammocora,Col,8,5.5,0,0.2,0.4
2013-02-13,Montipora,En,17.56666667,3.8,2,Psammocora,Col,2.166666667,1,-1,0,-0.8
2013-02-13,Montipora,En,17.56666667,3.8,3,Psammocora,Col,6.333333333,5,6,0,-0.4
2013-02-13,Montipora,En,8.1,3.4,1,Caulastrea,Ma,43.66666667,14,0,0.8,0
2013-02-13,Montipora,En,8.1,3.4,2,Isopora,S.Br,20,4,18,0.9,-0.4
2013-02-13,Acropora,Br,20.9,3.9,1,Montipora,En,20.66666667,24,9,-0.4,-0.2
2013-02-13,Stylophora,S.Br,9.6,3.8,1,Porites,Br,10.66666667,1,9,0,0.6
2013-02-13,Stylophora,S.Br,9.6,3.8,2,Porites,Br,22,7,8,0,0.6
2013-02-13,Montipora,En,10.66666667,5.4,1,Goniastrea,Ma,28.33333333,40,16,2.4,1
2013-02-13,Montipora,En,13.06666667,5.3,1,Montipora,En,6,13,0,0,0.5
2013-02-01,Acropora,Br,11.53333333,2,1,Stylophora,S.Br,5.233333333,3.7,4.5,0.8,-0.9
2013-02-01,Acropora,Tab,16.03333333,1.5,1,Stylophora,S.Br,12.23333333,2.4,2.3,0.6,0.1
2013-02-01,Millepora,En,26.83333333,2,1,Acropora,Br,6.8,6.5,-3.1,2.2,0
2013-02-01,Millepora,En,26.83333333,2,2,Acropora,Br,60.23333333,17,19,4.8,0
2013-02-01,Millepora,En,26.83333333,2,3,Pavona,Ma,17.23333333,16,10,6,0
2013-02-01,Acropora,Br,12.33333333,1.5,1,Pocillopora,S.Br,7.833333333,5,-2.5,1.1,0.5
2013-02-01,Acropora,Br,4.9,1.7,1,Pocillopora,S.Br,5.466666667,3.6,0.9,0,0.2
2013-02-01,Acropora,Br,4.9,1.7,2,Stylophora,S.Br,4.533333333,1,0.7,0,-0.4
2013-02-01,Acropora,Br,8.6,1.8,1,Montipora,En,15.63333333,6.2,-0.6,-0.4,-0.6
2013-03-25,Galaxea,Ma,5.066666667,0.7,1,Stylophora,S.Br,2.3,2.2,3.6,0,1.3
2013-03-25,Acropora,Br,28.4,1.4,1,Acropora,Br,66.36666667,2.5,25,0,1.3
2013-03-25,Acropora,Tab,61.56666667,0.9,1,Goniastrea,Ma,30.96666667,17,0,0,-1.7
2013-03-25,Isopora,Col,4.266666667,0.6,1,Stylophora,S.Br,2.866666667,2,-3.3,0,0.7
2013-03-25,Acropora,Br,64.33333333,1.7,1,Favia,Ma,35.6,8.2,10.5,1.9,-2.4
2013-03-25,Millepora,Col,17.03333333,1.5,1,Cladiella,S.Br,8.833333333,3.1,-4.9,0.3,0
2013-03-25,Porites,Ma,8.7,3.2,1,Sarcophyton,Tab,5.033333333,3.5,1.8,-0.8,0
2013-03-25,Porites,Ma,8.7,3.2,2,Sarcophyton,Tab,5.4,3.7,1.9,0.2,0
2013-03-25,Porites,Ma,1.133333333,3.2,1,Sarcophyton,Tab,5.466666667,1.4,2,-0.3,0
2013-03-25,Acropora,Br,23.9,1.7,1,Stylophora,S.Br,6.8,6.8,-2.3,0.4,-0.3
2013-03-25,Acropora,Br,2,1.4,1,Pocillopora,S.Br,1.933333333,1.1,-1,0,-0.3
2013-03-25,Porites,Ma,79.83333333,1.3,1,CCA,En,3.366666667,3.2,-8.2,-0.3,0
2013-03-25,Porites,Ma,79.83333333,1.3,2,CCA,En,3.766666667,4,-0.2,-0.7,0
2013-03-25,Porites,Ma,79.83333333,1.3,3,CCA,En,4.3,4.3,-1.4,-0.5,0
2013-03-25,Porites,Ma,79.83333333,1.3,4,Lobophora,En,31.9,75,-25,-2,0
2013-03-25,Porites,Ma,79.83333333,1.3,5,Lobophora,En,15.9,51.5,-36.5,-0.3,0
2013-03-25,Porites,Ma,79.83333333,1.3,6,CCA,En,2.866666667,5,-1,-0.3,0
2013-03-25,Porites,Ma,79.83333333,1.3,7,CCA,En,7.6,9.5,0,-0.2,0
2013-03-25,Porites,Ma,37,1.8,1,CCA,En,11.23333333,22.5,-26.5,-1,0
2013-03-25,Porites,Ma,10.23333333,1.9,1,CCA,En,6.633333333,8,-2.3,-0.2,0
2013-03-25,Porites,Ma,2.933333333,1.9,1,CCA,En,2.4,1.8,-1,-0.4,0
2013-03-25,Porites,Ma,2.933333333,1.9,2,CCA,En,5.8,3.9,-1.2,-0.5,0
2013-03-25,Acropora,Br,3.866666667,2.1,1,Porites,Ma,20.6,3.1,15,0.8,0.2
2013-03-25,Acropora,Br,3.866666667,2.1,2,Dysidea,Col,22.66666667,5,7.1,0.3,0
2013-03-25,Montipora,En,7.733333333,3.2,1,CCA,En,5.266666667,2.8,-6.4,0.4,0
2013-05-23,Millepora,Col,17,15.6,1,Stylophora,S.Br,7.166666667,8.6,1.8,1.3,0
2013-05-23,Millepora,Col,41.16666667,14.8,1,Lobophyllia,Ma,17.7,30,11,4.6,0
2013-05-23,Millepora,Col,41.16666667,14.8,2,Montipora,En,2.466666667,2.3,-5.2,0.7,0
2013-05-23,Millepora,Col,41.16666667,14.8,3,Montipora,En,16,7.2,-11.7,1.1,0
2013-05-23,Millepora,Col,41.16666667,14.8,4,Seriatopora,Br,5.466666667,4.8,-15.1,0.6,0
2013-05-23,Millepora,Col,19.16666667,14.5,1,Hydnophora,En,37.1,19.2,-1.5,-5.2,-1.1
2013-05-23,Millepora,Col,19.16666667,14.5,2,Montipora,En,22.56666667,6.3,-15,-0.3,-0.2
2013-05-23,Acropora,Br,9.733333333,11.2,1,Pocillopora,Br,7.733333333,7.9,1.1,0,-0.7
2013-05-23,Millepora,Col,30.73333333,12.7,1,Porites,Ma,11.46666667,4.9,-4.2,1.7,0
2013-05-23,Millepora,Col,30.73333333,12.7,2,Porites,Ma,5.266666667,14.2,-2.3,3.8,0.1
2013-05-23,Millepora,Col,30.73333333,12.7,3,Porites,Ma,3.933333333,3.5,-6.5,1.5,0
2013-05-23,Millepora,Col,30.73333333,12.7,4,Pavona,Ma,3.766666667,2.4,-15.4,0.8,0.2
2013-05-23,Millepora,Br,16.26666667,10,1,Porites,En,5,7.1,-11.4,1.8,0
2013-05-23,Millepora,Br,16.26666667,10,2,Porites,En,4.833333333,3.2,-10.9,1.1,0
2013-05-23,Millepora,Br,16.26666667,10,3,Galaxea,Ma,5.1,6.8,-9.1,0.2,-0.2
2013-05-23,Millepora,Col,6.333333333,10.5,1,Stylophora,S.Br,9.566666667,6.8,-0.2,1.1,0.1
2013-05-23,Millepora,Br,7.266666667,5.4,1,Galaxea,Ma,5.4,2.5,-4.3,0.9,0
2013-05-23,Millepora,Br,3,5.3,1,Stylophora,S.Br,5.8,4.3,-1.7,1,0
2013-05-23,Porites,Ma,88.43333333,15,1,Millepora,Col,3.966666667,7.5,-4.3,-2.6,0
2013-05-23,Porites,Ma,88.43333333,15,2,Acropora,Br,17.36666667,11.3,-45,-1.5,-0.7
2013-05-23,Porites,Ma,88.43333333,15,3,Stylophora,S.Br,8.866666667,11.7,-46,0,-0.4
2013-05-23,Millepora,Br,11,15.4,1,Stylophora,S.Br,14.2,2.3,-6.4,1.7,0
2013-05-23,Millepora,Br,5.433333333,15.7,1,Stylophora,S.Br,14.6,3.7,0,2.6,0
2013-05-23,Pavona,En,16.96666667,15.7,1,Millepora,Br,15.23333333,12.5,18,1.8,0.3
2013-05-23,Pavona,En,16.96666667,15.7,2,Millepora,Br,5.133333333,2.9,2.6,2.6,0
2013-05-23,Pavona,En,16.96666667,15.7,3,Millepora,Br,14.1,9,3.8,4.5,0
2013-05-23,Acropora,Br,9.566666667,16.2,1,Millepora,Br,6.733333333,1.1,5.9,1.9,0
2013-05-23,Echinopora,En,37.03333333,16.7,1,Porites,Ma,26.4,29,3.2,5.3,1.4
2013-05-23,Echinopora,En,37.03333333,16.7,2,Millepora,Br,21.13333333,12.4,-4.3,2,0.7
2013-05-23,Echinopora,En,37.03333333,16.7,3,Millepora,Br,27.13333333,19.1,14.6,2.4,0.3
2013-05-23,Acropora,Br,23.5,11.5,1,Acropora,Br,18.56666667,10,2.5,1.5,0
2013-05-23,Millepora,Br,16.7,11,1,Echinopora,En,29.6,15.3,-12.2,-5.3,-0.8
2013-05-23,Millepora,Br,16.7,11,2,Acropora,Br,14.5,3.3,0,-0.9,-0.5
2013-05-23,Millepora,Br,3.466666667,10.6,1,Porites,En,2.8,1.5,-3.2,-0.3,0
2013-04-04,Millepora,Br,72,18,1,Isopora,Col,13.5,1,-34,0.4,-0.2
2013-04-04,Millepora,Br,72,18,2,CCA,En,1.5,2,-32,-1.4,0
2013-04-04,Pocillopora,Br,11.9,16.8,1,Lobophyllia,Ma,27.66666667,23,5,0,-2.9
2013-04-04,Porites,Ma,11.96666667,15.8,1,Porites,Ma,29.66666667,9,-5,1.2,0.2
2013-04-04,Favites,Ma,10.4,11.8,1,Dysidea,Col,5.333333333,5,-1.5,-0.5,0
2013-04-04,Pocillopora,S.Br,7.1,11.2,1,Millepora,Col,4.333333333,6,2,0,0.5
2013-04-04,Pocillopora,S.Br,7.1,11.2,2,Millepora,Col,5.333333333,6,3.5,0.4,0.6
2013-04-04,Montipora,En,6.566666667,11.3,1,Millepora,Col,4.166666667,3.5,-4,0.2,-0.3
2013-04-04,Porites,Ma,7.733333333,11.3,1,Pavona,En,5.666666667,2,-2,-0.2,-0.5
2013-04-04,Montipora,En,50.33333333,12.8,1,Stylophora,S.Br,6.666666667,18,-1,3.8,-0.4
2013-04-04,Montipora,En,50.33333333,12.8,2,Lobophyllia,Ma,28,19,2,2.7,-1.2
2013-04-04,Montipora,En,50.33333333,12.8,3,Pavona,En,3.966666667,8,1,1,1.3
2013-04-04,Porites,Ma,75.7,10.2,1,Lobophyllia,Ma,45,45,-19,-1.3,-4.2
2013-04-04,Porites,Ma,4.566666667,12.6,1,Montipora,En,8.066666667,3.7,2.6,0,0.4
2013-04-04,Millepora,Col,9.566666667,13,1,Montipora,En,30.8,5.2,-1.9,2.5,0
2013-04-04,Montipora,En,11.83333333,13.3,1,Favia,Ma,5.533333333,12,3.2,1.5,0.3
2013-04-04,Montipora,En,11.83333333,13.3,2,Favia,Ma,5.933333333,5.3,-1.9,0.9,-1
2013-04-04,Montipora,En,11.83333333,13.3,3,Montipora,En,30.8,10,3,-1.4,-0.2
2013-04-04,Porites,Ma,10.63333333,13.1,1,Cladiella,S.Br,8.9,5.6,1.4,-0.7,0
2013-04-04,Porites,Ma,10.63333333,13.1,2,Millepora,Br,5.1,0.9,-4.2,-0.9,0.4
2013-04-04,Pocillopora,Br,7.633333333,14.4,1,Montipora,En,11.76666667,9,0.9,0,0.5
2013-04-04,Porites,Ma,21.86666667,14.4,1,BCA,Br,1.6,0.9,-9,-0.3,0
2013-04-04,Porites,Ma,8.666666667,14,1,Montipora,En,18.66666667,12,-2,-2.3,-0.6
2013-04-04,Porites,Ma,8.666666667,14,2,Pavona,En,13.86666667,3.4,-0.6,-1.2,-0.5
2013-04-04,Favites,Ma,8.6,13.2,1,Galaxea,Ma,5.633333333,4,-8.5,0,-3.7
2013-04-04,Favites,Ma,8.6,13.2,2,Cladiella,S.Br,27.2,10.5,1.2,-2,0
2013-04-04,Stylophora,S.Br,10.36666667,12.8,1,Millepora,Col,29.86666667,2,14.5,-0.3,0
2013-04-04,Stylophora,S.Br,10.36666667,12.8,2,Millepora,Col,7.133333333,1,-0.2,-0.4,0
2013-04-04,Favia,Ma,11.3,13.5,1,CCA,En,7.666666667,4.7,-7.8,-0.3,0
2013-04-04,Favia,Ma,11.3,13.5,2,Sinularia,Tab,6.266666667,10,3,5.7,0
2013-04-18,Favia,Ma,7.166666667,18.8,1,CCA,En,3.666666667,16,0,-2.3,0
2013-04-18,Favia,Ma,7.166666667,18.8,2,CCA,En,9.766666667,7.3,-3.6,-0.9,0
2013-04-18,Porites,Ma,45.36666667,19.4,1,Montipora,En,20.86666667,34,10,-6.8,-0.3
2013-04-18,Porites,Ma,45.36666667,19.4,2,Galaxea,Ma,5.2,2.9,-18,0,-1.3
2013-04-18,Porites,Ma,45.36666667,19.4,3,Montipora,En,12.56666667,6.7,-17,-1.5,-0.6
2013-04-18,Pocillopora,S.Br,33.43333333,18.6,1,Merulina,Fol,11.6,9.9,-4.1,-4,-1.7
2013-04-18,Pocillopora,S.Br,33.43333333,18.6,2,Sarcophyton,Tab,17.3,6,-17.5,0,-1.6
2013-04-18,Pocillopora,S.Br,33.43333333,18.6,3,Lobophyllia,Ma,7.8,10.3,-4.7,-1.4,-5.4
2013-04-18,Pocillopora,S.Br,17.33333333,13.6,1,Montipora,En,22.76666667,11,-1.1,-3.8,-0.4
2013-04-18,Montipora,En,62.33333333,13.2,1,Pocillopora,Br,9.733333333,8.7,-11,0.2,-0.3
2013-04-18,Montipora,En,62.33333333,13.2,2,Stylophora,S.Br,5.233333333,8,-7.3,3,0.4
2013-04-18,Montipora,En,62.33333333,13.2,3,Pocillopora,S.Br,21,3.1,-16,2.2,1.1
2013-04-18,Montipora,En,62.33333333,13.2,4,Porites,En,5.3,2.5,1,0,0.4
2013-04-18,Montipora,En,62.33333333,13.2,5,Montipora,En,15.36666667,2.7,4.3,0.4,0.3
2013-04-18,Montipora,En,62.33333333,13.2,6,Porites,Ma,5.3,5.4,-3.2,2.1,0.9
2013-04-18,Montipora,En,62.33333333,13.2,7,Favia,Ma,6.2,5.9,-13.3,0,-0.4
2013-04-18,Montipora,En,62.33333333,13.2,8,Favia,Ma,5.033333333,3.7,-17,0,-1.7
2013-04-18,Millepora,Col,23.66666667,12.4,1,Leptoria,Ma,35.83333333,39,-12,1.3,-0.4
2013-03-29,Millepora,Br,33.33333333,16.2,1,Pavona,Ma,30.86666667,12,-14.5,-1.6,-0.2
2013-03-29,Montipora,En,54.66666667,13.5,1,Pocillopora,S.Br,19.53333333,1.4,-5.4,0,-0.7
2013-03-29,Montipora,En,54.66666667,13.5,2,Millepora,Br,8,4,-11.1,0.1,0
2013-03-29,Platygyra,Ma,33.1,14.3,1,Montipora,En,15.6,8,-11.1,-3.9,-0.6
2013-03-29,Platygyra,Ma,33.1,14.3,2,Pocillopora,Br,11.33333333,11,-13.7,0,-1.2
2013-03-29,Montipora,En,10.1,11.9,1,Pavona,Ma,26.9,8,-12,2.1,1
2013-03-29,Acropora,Br,7.7,11.4,1,Stylophora,S.Br,5.9,1.3,-1.7,0,-0.5
2013-03-29,Montipora,En,10.4,11,1,Porites,Ma,10.23333333,9,5.5,5,0.8
2013-03-29,Platygyra,Ma,31,10.7,1,Montipora,En,8.866666667,8.6,-11.2,-2.5,-1.5
2013-03-29,Platygyra,Ma,31,10.7,2,Millepora,Col,5.233333333,0.8,-6,-0.6,0.3
2013-03-29,Isopora,S.Br,10.8,7,1,CCA,En,10.56666667,10,-1,-2.3,0
2013-03-29,Millepora,Br,29.53333333,20.9,1,Favia,Ma,24.7,0.8,-13.5,-0.6,-0.1
2013-03-29,Millepora,Br,29.53333333,20.9,2,Favia,Ma,4.5,0.9,-17,0.7,0
2013-03-29,Millepora,Br,29.53333333,20.9,3,BCA,Br,2.833333333,0.4,-14,-0.2,0
2013-03-29,Millepora,Br,22.03333333,20.8,1,Seriatopora,Br,9.5,2.5,-5.5,0.2,0
2013-03-29,Millepora,Br,22.03333333,20.8,2,Lobophora,En,1.3,1,-6,-0.9,0
2013-03-29,Millepora,Br,22.03333333,20.8,3,Porites,Br,19.56666667,2,6.7,-1,0
2013-03-29,Acropora,Br,3.966666667,20.8,1,Millepora,Br,0.566666667,0.6,-0.6,0.2,0
2013-03-29,Porites,Ma,20.83333333,20.1,1,Euphyllia,Ma,23.33333333,22.5,3.1,0,-3.7
2013-03-29,Montipora,En,56.7,18.5,1,Goniastrea,Ma,9.1,25,-16,7.7,0
2013-03-29,Montipora,En,56.7,18.5,2,Montipora,En,15.4,7,-28,0.3,0
2013-03-29,Porites,Ma,62.96666667,14,1,Turbinaria,Fol,33,14.4,-29.2,-1.1,-0.6
2013-03-29,Porites,Ma,62.96666667,14,2,Turbinaria,Fol,7.3,33,-25.8,-0.9,-0.5
2013-03-29,Porites,Ma,62.96666667,14,3,Favia,Ma,7.766666667,3.3,-10.4,-1.5,-0.2
2013-03-29,Porites,Ma,62.96666667,14,4,Favia,Ma,8.866666667,8.7,-21.4,-1.4,-2
2013-03-29,Montipora,En,19,13.1,1,Turbinaria,Fol,28.6,2.4,-3.6,-0.5,0
2013-03-29,Porites,Ma,25.86666667,12.6,1,Montipora,En,39.4,39,-3.2,-8.4,-0.4
2013-03-29,Porites,Ma,25.86666667,12.6,2,Turbinaria,Fol,38.96666667,23.7,7.5,-2.6,-2.5
2013-03-29,Porites,Ma,25.86666667,12.6,3,Seriatopora,Br,8.033333333,3,-4.4,0,0.6
2013-04-16,Porites,Ma,13.06666667,22,1,Hydnophora,Br,7.5,4.1,-2.8,-0.8,-0.7
2013-04-16,Seriatopora,Br,14.76666667,20.8,1,Porites,Ma,39.83333333,5,17,0.2,-0.5
2013-04-16,Seriatopora,Br,14.76666667,20.8,2,Porites,Br,19.23333333,12.8,4.3,0.5,0.4
2013-04-16,Turbinaria,Fol,43.1,19.6,1,Merulina,Fol,10.46666667,8,-0.7,1.3,2.1
2013-04-16,Turbinaria,Fol,43.1,19.6,2,Goniastrea,Ma,19.86666667,11,11,0,2.8
2013-04-16,Porites,Ma,23.96666667,17.1,1,Turbinaria,Fol,9.833333333,4.3,-3.2,-0.5,0
2013-04-16,Porites,Ma,23.96666667,17.1,2,Seriatopora,Br,3.633333333,1.1,-6.8,-0.1,0
2013-04-16,Millepora,Br,22.6,15.8,1,Turbinaria,Fol,21.26666667,22,-7.5,0.9,0.2
2013-04-16,Porites,Ma,32.93333333,14.5,1,Lobophora,En,9.566666667,19,-3,-3.7,0
2013-04-16,Porites,Ma,32.93333333,14.5,2,Lobophytum,Br,19.26666667,11.2,-7.3,0,-1.3
2013-04-16,Porites,Ma,4.9,11.4,1,Pachyseris,Fol,20.26666667,1,-1,0,0.6
2013-04-16,Porites,Ma,39.06666667,11,1,Euphyllia,Ma,29.66666667,24,-13,-3,-2.6
2013-04-16,Porites,Ma,15.96666667,10.3,1,Merulina,Fol,26.2,19,-4.4,-9.2,-3.3
2013-04-16,Acropora,Br,4.533333333,8.3,1,Porites,Ma,24.26666667,3,2.2,0.7,0.3
2013-04-16,Millepora,Col,10.93333333,8.5,1,Leptoria,Ma,24.16666667,5,7.5,1.3,0
2013-04-16,Porites,Ma,34,8.7,1,Millepora,Col,18.33333333,20,-0.6,-7.7,-0.2
2013-04-16,Porites,Ma,34,8.7,2,Millepora,Col,17.76666667,9.8,-8.7,-2.3,-2
2013-04-16,Porites,Ma,27.76666667,8.7,1,Turbinaria,Fol,23.5,17,-6.7,-4,-2
2013-04-16,Porites,Ma,27.76666667,8.7,2,Montipora,En,28.33333333,45,-1.8,-7.2,-1
2013-04-16,Stylophora,S.Br,7.2,3.6,1,Acropora,Br,14.13333333,3.5,2.7,0,0.7
2013-04-16,Millepora,Col,12.96666667,3.3,1,Stylophora,S.Br,10.53333333,5.7,1.4,2.7,0